Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
FDU32,8.785,0.025962713999999998,120.9414,1949.4624,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI22,12.6,0.096407554,210.8612,3344.9792,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB54,8.76,0.050256604,127.3336,2684.5056,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDX46,12.3,0.05823462099999999,58.7562,592.562,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCC07,19.6,0.023931217,103.1964,736.3748,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ34,10.849999999999998,0.28406587899999997,105.5622,211.7244,32,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDM16,8.155,0.033692089,76.2354,1279.0018,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ55,12.799999999999999,0.023417003999999998,223.8404,7201.2928,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRI01,7.97,0.034647829,171.2422,3103.9596,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDD50,18.85,0.142219209,167.6132,1522.0188,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ08,11.1,0.11089655,191.5846,2101.9306,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCK18,9.6,0.006708517,164.6184,2972.1312,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDQ14,9.27,0.10341925699999999,148.105,149.805,19,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS51,13.35,0.032180494,61.2194,433.4358,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA04,11.3,0.066717378,260.8962,4920.9278,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP10,19.0,0.128814669,107.6622,1164.4842,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT36,12.3,0.111500259,35.6874,846.8976,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH38,6.425,0.010497273,118.3808,2812.3392,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC16,11.5,0.020653603,84.954,865.54,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF17,5.19,0.042687151,195.91099999999997,2946.165,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU23,12.15,0.021705417,163.5184,3137.2496,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB34,15.25,0.026651183999999998,86.6198,1657.1762,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW26,11.8,0.106968096,221.6772,3113.2808,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP45,15.7,0.030686952000000003,253.4724,1510.0344,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD38,16.75,0.008191729,103.5674,1629.8784,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDM60,10.8,0.048218142,42.2138,690.4346,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW26,11.8,0.10703694300000001,220.3772,4447.544,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV51,16.349999999999998,0.032381325,166.1842,5470.8786,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT33,7.81,0.034043502999999996,168.7158,2673.8528,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ40,11.1,0.036027524,177.2712,3339.6528,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX40,12.85,0.1032726509,38.3164,502.0132,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU31,10.5,0.02498633,216.7508,3038.7112,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRJ01,6.135,0.11503240599999999,161.0236,1288.9888,20,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP11,15.849999999999998,0.068765925,216.9166,4354.332,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCN43,12.150000000000002,0.0067270080000000005,125.17299999999999,3202.498,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA15,9.3,0.016087659,249.6092,5976.2208,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO04,16.6,0.023226001125000003,54.6614,884.1824,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,0.051936086,142.947,3006.087,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCI17,8.645,0.1442339,95.441,3282.3940000000002,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY47,8.6,0.05443912,128.83100000000002,1038.6480000000001,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF20,12.849999999999998,0.033059299,196.4768,6306.4576,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCS53,14.5,0.089778187,158.4604,2693.8268,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDK38,6.65,0.053372768,149.5734,2524.0478,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW43,20.1,0.022406575,225.9036,3643.2576,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV57,15.25,0.065896556,179.266,1438.128,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX26,17.7,0.088305201,182.3292,4195.8716,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR04,7.075,0.022566975,97.3068,1263.6884,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP19,11.5,0.1480770922222222,129.3652,2066.6432,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT07,5.82,0.077756427,254.533,1281.665,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRB24,8.785,0.020609218000000002,155.1656,4016.1056,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDB36,5.465,0.030340533875000006,129.1626,3672.5528,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCE07,8.18,0.013066448,140.9154,2127.231,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDI16,14.0,0.135118202,52.56399999999999,2290.3520000000003,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP45,15.7,0.030624844,252.2724,1258.362,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCC43,7.39,0.09270568300000001,251.9066,4267.1122,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ23,6.549999999999999,0.042941559000000004,102.9332,102.5332,32,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW24,6.8,0.03748996,48.6034,291.6204,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW09,13.650000000000002,0.025795292999999997,80.2302,2139.2154,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN10,11.5,0.046115083,120.2124,1540.6612,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE23,17.6,0.053170949,45.606,1724.422,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV16,7.75,0.08291501700000001,34.9558,645.1602,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF12,8.235,0.082028694,148.6076,3990.8052,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN21,18.6,0.076975118,161.8236,1611.236,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRC25,5.73,0.045371855,86.0882,1116.5466,20,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCP18,12.15,0.028642712,149.0708,1203.7664,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW60,5.44,0.017047751,174.637,2999.429,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY04,17.7,0.042562588,165.021,3425.5409999999997,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCJ31,19.2,0.18176926399999999,240.6196,4579.3724,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRN47,12.1,0.016812745,180.666,4134.6179999999995,30,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDU13,8.355,0.1956789239,145.6418,3384.2614,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT39,6.26,0.016516867,151.1366,453.4098,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCQ18,15.75,0.13496039699999998,101.37,2097.27,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV25,5.905,0.045614252,221.5456,6852.4136,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCE30,16.0,0.099136036,210.3902,1486.7314,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCN42,20.25,0.014222617,148.9418,3531.4032,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW25,5.175,0.037457098,83.4224,1448.7808,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS49,9.0,0.07927948900000001,77.2644,1335.5948,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN34,15.6,0.045835395,168.2132,2367.5848,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS45,5.175,0.029616108,107.7622,2011.3818,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCL53,7.5,0.03497107044444444,175.4028,6729.9064,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT38,18.7,0.0576269,83.3566,1860.2452,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCX06,17.6,0.015687045,182.6976,3440.8544,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCY17,18.2,0.162960415,43.5086,1070.6064,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCO18,13.15,0.024651269,179.5686,1422.1488,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY47,8.6,0.09119581800000001,130.231,129.83100000000002,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF57,14.5,0.058542509000000006,168.6448,3408.8959999999997,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS26,20.35,0.08960832099999999,262.1594,3139.9128,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCL17,7.39,0.067766896,140.6812,3704.5112,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCB18,19.6,0.041355366,88.7514,2656.542,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDA50,16.25,0.14591330800000002,95.441,193.082,19,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRE13,6.28,0.027748176,86.5198,1395.5168,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRE60,9.395,0.159201868,226.072,3621.952,30,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDB20,7.72,0.052274691,79.1986,778.9860000000001,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCS18,12.65,0.042175992,106.4938,2465.4574,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDH19,19.349999999999998,0.057933643,175.1738,347.5476,32,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS47,16.75,0.1216027754,88.7856,966.7416,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC09,15.5,0.026280116,102.3332,922.7988,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRG23,8.88,0.086916126,153.3682,1219.7456,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDU34,18.25,0.075347426,126.3046,747.0276,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ40,8.935,0.040410039,52.9298,539.298,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCE30,16.0,0.09911729,210.7902,4460.1942,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA44,19.7,0.053439522,55.093,1018.674,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB32,20.6,0.023448504,93.9778,2816.3340000000003,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO06,19.25,0.10803043400000001,32.4558,101.8674,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY44,14.15,0.024404558,198.31099999999998,2553.343,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG10,6.63,0.010961483000000001,58.2588,343.5528,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF38,11.8,0.026358005,39.6138,365.5242,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW59,13.150000000000002,0.03627089,85.9566,169.1132,32,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP34,12.85,0.137227848,155.563,4224.501,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ26,11.6,0.144832027,239.8222,4063.3774,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH17,16.2,0.029157849,97.0726,293.6178,32,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU44,12.15,0.058756205,161.0552,3411.5592,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS23,4.635,0.14110815599999998,128.2994,2698.4874,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRE03,19.6,0.024325592000000004,48.5718,425.4462,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDY57,20.2,0.121500143,95.0752,2588.6304,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH50,15.0,0.160653682,185.2266,5901.6512,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRY23,9.395,0.109096371,44.6112,511.3344,20,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDT27,11.395,0.069574013,232.8616,2812.3392,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB38,19.5,0.027458099,158.792,2556.672,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY16,18.35,0.09222675400000001,184.4266,3504.1054,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG33,5.365,0.234733477,173.4764,171.7764,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDN04,11.8,0.014144442,180.4344,535.3032,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ48,11.3,0.056754035999999994,247.5118,2470.118,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC07,19.6,0.023999722,104.0964,525.982,15,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDI35,14.0,0.041355366,182.0634,4544.085,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRH49,19.7,0.024655594,84.3592,743.0328,20,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDY51,12.5,0.081134826,220.0798,4848.3556,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCG07,12.3,0.052608525,191.253,2656.542,15,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA22,7.435,0.084452363,165.2158,2840.9686,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA33,6.48,0.033899898,146.9076,2956.152,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV03,17.6,0.058042925999999995,154.6314,1861.5768,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP27,8.155,0.11969288800000001,188.453,4364.319,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ20,16.1,0.0343603,253.4356,2797.6916,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR56,15.5,0.10092250300000001,199.0768,2759.0752,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCV41,14.349999999999998,0.016956266,109.3228,2431.5016,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDU11,4.785,0.092576144,121.0098,2530.7058,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB30,14.6,0.025742955,197.1084,4761.8016,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDX23,6.445,0.029812714,95.4436,1229.0668,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY24,4.88,0.133382115,55.0298,647.1576,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ37,8.1,0.0173179035,88.5198,261.6594,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL10,8.395,0.039484739,97.9042,1686.4714,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCE18,10.0,0.021425341,250.175,2996.1,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY60,10.5,0.02624324,143.8128,4458.1968,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT24,12.35,0.185704641,77.1328,2239.7512,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV06,11.3,0.066668724,192.4478,2712.4692,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDP51,13.849999999999998,0.14930549699999998,119.6124,592.562,32,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU49,19.5,0.030688557,85.75399999999999,2163.85,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ16,19.7,0.041803291,110.3912,3275.736,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV16,7.75,0.08286168599999999,32.6558,679.1160000000001,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL36,15.1,0.076385385,88.48299999999999,988.7130000000001,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE09,8.775,0.021498767999999998,111.5228,1768.3648,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCV54,11.1,0.033102681,116.6124,1540.6612,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDH27,7.075,0.058676973,142.0128,2588.6304,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF33,7.97,0.021531416,108.4596,3020.0688,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP18,12.15,0.028592842,151.0708,2858.9452,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ45,14.1,0.06714840700000001,200.4084,3968.1679999999997,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU25,12.349999999999998,0.026552056,56.2246,1737.7379999999998,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ40,11.1,0.06030268900000001,175.8712,175.7712,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRD25,6.134999999999999,0.13826987300000002,111.686,452.744,32,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDJ57,7.42,0.036109859,186.5582,185.7582,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT43,16.35,0.020579897,52.1324,934.7832,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH44,19.1,0.025912378,146.8418,1765.7016,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR31,6.46,0.086077865,143.8102,291.6204,32,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDQ27,5.19,0.044432887000000004,102.899,1651.184,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRK13,11.8,0.115346634,200.2084,4563.3932,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDB04,11.35,0.063226306,87.9856,1494.0552,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI54,15.2,0.03366718,109.6912,1419.4856,15,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP19,11.5,0.17386795800000002,128.8652,1291.652,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
